frame,id,x,y,z
19,0,0.006865870746393134,0.033199617630558086,0.4123886173898148
19,1,0.006865870746393134,0.033199617630558086,0.4123886173898148
19,2,0.006817536198473494,0.03296589803860087,0.4094854725266212
19,3,0.006810461374477577,0.032931688036673394,0.40906053343386517
20,0,0.014296829933954574,0.027570278262643903,0.4193171351623716
20,1,0.014296829933954574,0.027570278262643903,0.4193171351623716
20,2,0.01423779302859891,0.027370613657900708,0.4166783361662989
20,3,0.01421231598598549,0.027322754393722854,0.41594454935305253
20,4,0.021057050176205173,0.020848977730786148,0.4087036706724943
21,0,0.02945277839456535,0.017353062242909334,0.4266763775588215
21,1,0.02945277839456535,0.017353062242909334,0.4266763775588215
21,2,0.029466900298452565,0.017078484659390585,0.42380468025439055
21,3,0.029422417415792747,0.01702799890504104,0.4228962650306098
21,4,0.03240121456410428,0.014501365636735979,0.42132381742921776
22,0,0.0458464249918242,0.008158006992211017,0.43672034236315027
22,1,0.0458464249918242,0.008158006992211017,0.43672034236315027
22,2,0.045989395342845345,0.007807602850977467,0.4339015258989128
22,3,0.045938438490624865,0.0077577758679243,0.43296269876450655
22,4,0.04659784146257598,0.007166573720421986,0.43215402089780375
22,5,0.05654703573023457,0.0017106807905491917,0.4311269627536666
23,0,0.05790679104679029,0.002212007065052763,0.4443424191050461
23,1,0.05790679104679029,0.002212007065052763,0.4443424191050461
23,2,0.05813142299700051,0.001832823171555727,0.44168794116606724
23,3,0.058082038220457,0.0017846725365427462,0.4407865380395034
23,4,0.057707195181575195,0.0020153506464272654,0.44018867865484945
23,5,0.06080491038863447,0.0004155114070722029,0.44032941090655375
24,0,0.06691441986512396,-0.002418999888361908,0.4479629773658879
24,1,0.06691441986512396,-0.002418999888361908,0.4479629773658879
24,2,0.06717396687957126,-0.0028000429608298475,0.44547384810784385
24,3,0.06712789070238764,-0.00284539158380277,0.44463055945517743
24,4,0.06640444454584832,-0.00233072714646816,0.4441418163448868
24,5,0.06645245773029251,-0.0023455511261471934,0.4434947277167593
25,0,0.07184952249022768,-0.005638129914030148,0.44839185205735865
25,1,0.07184952249022768,-0.005638129914030148,0.44839185205735865
25,2,0.07210292825831068,-0.006003892698469655,0.44604602357042267
25,3,0.07206057767419091,-0.006046277665430028,0.44526255659432556
25,4,0.07124615855145534,-0.005454851801193229,0.44483096066791666
25,5,0.07012440007463834,-0.0048683300622824385,0.443882516779471
26,0,0.0736433583589105,-0.008069746013663727,0.44946800865240205
26,1,0.0736433583589105,-0.008069746013663727,0.44946800865240205
26,2,0.0738698583107565,-0.008414298870218677,0.4472616530988992
26,3,0.07383109882038229,-0.008453863437887156,0.4465333021372825
26,4,0.07301177279604074,-0.007860383968547742,0.4461401630535146
26,5,0.07151061130793021,-0.007087838723316593,0.44512605938242705
27,0,0.07273381273606705,-0.01283367141101145,0.44791898506330585
27,1,0.07273381273606705,-0.01283367141101145,0.44791898506330585
27,2,0.07292331536548192,-0.013169912530389629,0.4458275674973143
27,3,0.0728879201304735,-0.013206530548078216,0.4451490809485038
27,4,0.0720890333419136,-0.012644937429989844,0.4447760811354082
27,5,0.07049684129188726,-0.011862857403920613,0.4437637323606111
28,0,0.07241223507014753,-0.01724130771323544,0.44713730225585263
28,1,0.07241223507014753,-0.01724130771323544,0.44713730225585263
28,2,0.07257382028565777,-0.017566509138404778,0.44515606310983874
28,3,0.07254120286895473,-0.017600546557226423,0.44452195825326096
28,4,0.07177653671274156,-0.017075649218436472,0.44416793654790665
28,5,0.07021147208669083,-0.016335255342165993,0.4431936532116045
29,0,0.07360317278240987,-0.02134029789342853,0.4491563140062144
29,1,0.07360317278240987,-0.02134029789342853,0.4491563140062144
29,2,0.07374749707807107,-0.02165305438343294,0.4472876085462788
29,3,0.07371712733002234,-0.0216848289817277,0.4466928896817446
29,4,0.07299314742402772,-0.021195155835800474,0.4463628573418342
29,5,0.07150371697217332,-0.020508170988703056,0.44545318800892864
30,0,0.0744651085218901,-0.024399848632403506,0.45076347953668106
30,1,0.0744651085218901,-0.024399848632403506,0.45076347953668106
30,2,0.07459358712313452,-0.024696871109776555,0.4489956814690992
30,3,0.07456523222180418,-0.024726718804833275,0.44843640338114016
30,4,0.07387957067135374,-0.02426727557531493,0.4481264706222105
30,5,0.07247201562682988,-0.0236275984776467,0.44727598601124763
31,0,0.07467191519794436,-0.02611390753086218,0.45073226138200945
31,1,0.07467191519794436,-0.02611390753086218,0.45073226138200945
31,2,0.07478485432146842,-0.026392189138028387,0.4490516939819587
31,3,0.07475834449614933,-0.026420405887076417,0.4485245636947447
31,4,0.07410723315230855,-0.02598592309837517,0.4482293069404363
31,5,0.07277637269273421,-0.025383654804899687,0.4474248427569784
32,0,0.07457254725520221,-0.027172195399409176,0.4508281262744338
32,1,0.07457254725520221,-0.027172195399409176,0.4508281262744338
32,2,0.0746714315444109,-0.027431819694710508,0.4492286695264523
32,3,0.07464659172549068,-0.027458592467673893,0.4487307046296772
32,4,0.07402713142790372,-0.027045948546235078,0.4484493070449099
32,5,0.0727670812097109,-0.026475480935079208,0.4476881038769599
33,0,0.07532810861948695,-0.027975911844488763,0.4541786988461196
33,1,0.07532810861948695,-0.027975911844488763,0.4541786988461196
33,2,0.07541717620710321,-0.028218236491875878,0.45266268930778053
33,3,0.07539378049572962,-0.02824369492892595,0.4521911124947001
33,4,0.0748051839175489,-0.027850892216234133,0.4519278649871513
33,5,0.07361432871206663,-0.027308948584893498,0.45121957804414325
34,0,0.07621243770389954,-0.02878759198012019,0.45687663359126485
34,1,0.07621243770389954,-0.02878759198012019,0.45687663359126485
34,2,0.07629329399804095,-0.029014456650714338,0.45543580033062997
34,3,0.07627120026572691,-0.02903869741627757,0.454988457824063
34,4,0.07571136107781463,-0.028664365939767893,0.4547405112828976
34,5,0.07458444250636735,-0.028148964294079145,0.45407687904658456
35,0,0.07680045824323636,-0.029783834902786938,0.4567404340575063
35,1,0.07680045824323636,-0.029783834902786938,0.4567404340575063
35,2,0.07687353582098784,-0.0299971708158349,0.4553632586069239
35,3,0.07685264486562839,-0.030020270909145403,0.45493837141344784
35,4,0.07631907229717397,-0.029663390653310702,0.4547005790485547
35,5,0.07524983687028813,-0.02917323444641062,0.4540678763120945
36,0,0.0769163668766671,-0.030672439163690533,0.45554010971127484
36,1,0.0769163668766671,-0.030672439163690533,0.45554010971127484
36,2,0.07698177255015715,-0.0308733101390607,0.4542206202322833
36,3,0.0769620041023203,-0.030895354027578256,0.4538165127182404
36,4,0.07645232769762139,-0.030554609066695597,0.4535870758734144
36,5,0.07543487550462144,-0.030087538979246525,0.4529800978726102
36,6,0.07326997971283822,-0.02900520458587578,0.4415781458400375
37,0,0.07709264327583472,-0.03143948268217737,0.45453743891525666
37,1,0.07709264327583472,-0.03143948268217737,0.45453743891525666
37,2,0.07715147143363002,-0.031628814314125696,0.45327270708041273
37,3,0.07713272904092856,-0.03164987746510873,0.4528878337815109
37,4,0.0766454870907369,-0.03132408881684186,0.45266669711967106
37,5,0.0756762178394928,-0.0308781864576207,0.45208465729286046
37,6,0.07476589118964878,-0.029865427914473452,0.44876798323992234
38,0,0.07801024747262256,-0.0322224675672274,0.4555205061177645
38,1,0.07801024747262256,-0.0322224675672274,0.4555205061177645
38,2,0.07806447031931912,-0.032401306730045924,0.4543105511022295
38,3,0.07804664295970339,-0.032421450860032834,0.45394346867134944
38,4,0.07758116496579022,-0.032109708790507174,0.45373226358186525
38,5,0.07665845594608563,-0.03168363251085346,0.45317856925447586
38,6,0.07607017600316845,-0.03063942859948576,0.4519570388277775
39,0,0.07845751686058228,-0.03354169410336876,0.4551940930629245
39,1,0.07845751686058228,-0.03354169410336876,0.4551940930629245
39,2,0.07850697351236875,-0.03371169047433574,0.45403372179917434
39,3,0.0784900108637044,-0.03373095290692113,0.4536832705939245
39,4,0.0780444815367411,-0.03343289163430872,0.45348018166998105
39,5,0.07716395501515148,-0.033026547782387124,0.45294989832540106
39,6,0.076703617138235,-0.032023668654665424,0.45249384382493896
40,0,0.07834019105257914,-0.03448146159740589,0.4545821507763795
40,1,0.07834019105257914,-0.03448146159740589,0.4545821507763795
40,2,0.07838469517345277,-0.03464277858120904,0.4534682657678631
40,3,0.07836855306067213,-0.03466122642924827,0.45313336313756747
40,4,0.07794132127100764,-0.034375684890433036,0.4529377732050284
40,5,0.0770990463518083,-0.03398698009245681,0.452428973976017
40,6,0.07668757662348528,-0.03303869616704741,0.45224802417365095
41,0,0.0775934945756471,-0.03460958734107921,0.4534647450086102
41,1,0.0775934945756471,-0.03460958734107921,0.4534647450086102
41,2,0.07763288818728052,-0.034761923512562,0.4523942978416561
41,3,0.077617526478343,-0.034779628725067555,0.4520739726033131
41,4,0.07720711419858611,-0.03450528014898001,0.451885183334654
41,5,0.07639961571702486,-0.0341316744217018,0.4513958100589779
41,6,0.07599381647122426,-0.033218209816869716,0.4512869911833272
41,7,0.07347111691936321,-0.032235506813153514,0.44010597068273316
42,0,0.07714469703859503,-0.034434273947414856,0.4518130239193828
42,1,0.07714469703859503,-0.034434273947414856,0.4518130239193828
42,2,0.0771799357641927,-0.034578044266841454,0.45078326527322227
42,3,0.07716529038037104,-0.034595054675729535,0.4504766367408246
42,4,0.07677105072990328,-0.03433113118502755,0.45029403885567976
42,5,0.07599688239661626,-0.03397139238003761,0.4498223042372338
42,6,0.07559980180361825,-0.033085802586180275,0.4497042761383095
42,7,0.07484304611642956,-0.03267688789485503,0.4465960489852068
43,0,0.07722779119262817,-0.03424204621291844,0.4512227134881941
43,1,0.07722779119262817,-0.03424204621291844,0.4512227134881941
43,2,0.07725990206461887,-0.03437794701316957,0.4502327902068274
43,3,0.07724591084212298,-0.034394298137577224,0.44993901563549416
43,4,0.07686735464951155,-0.03414030143883777,0.44976309687143556
43,5,0.07612545740157492,-0.03379380161915445,0.4493098945365594
43,6,0.07574896175386034,-0.03293669423262143,0.44919198566266744
43,7,0.0754880509041309,-0.032684112869669255,0.4481827853533655
44,0,0.07738404228665867,-0.03413658289880575,0.45125011509733953
44,1,0.07738404228665867,-0.03413658289880575,0.45125011509733953
44,2,0.07741343603335442,-0.034265329101796714,0.4502986370352105
44,3,0.0774000555823853,-0.034281051427560605,0.4500169625970666
44,4,0.07703640817338582,-0.034036576074595995,0.44984779290002136
44,5,0.07632504320768467,-0.0337028674861799,0.4494130376630216
44,6,0.0759681320424497,-0.032876355393901754,0.44930221706840684
44,7,0.0758967331096301,-0.03269130793340203,0.4490976356558803
45,0,0.07773522877679416,-0.034554032596807185,0.45025747800373894
45,1,0.07773522877679416,-0.034554032596807185,0.45025747800373894
45,2,0.07776236037831764,-0.03467662248089736,0.4493416611494713
45,3,0.07774954902446472,-0.03469173534278422,0.4490714345020084
45,4,0.07740015190199193,-0.03445662371622764,0.44890814426804587
45,5,0.07671786575488004,-0.03413581262750892,0.44848953019368104
45,6,0.07638249055056524,-0.03334987480218561,0.4483609125032085
45,7,0.0763883698924754,-0.0332046181895338,0.44844196733980407
46,0,0.07850805718105922,-0.035127580798443414,0.45019709838165334
46,1,0.07850805718105922,-0.035127580798443414,0.45019709838165334
46,2,0.07853348625840952,-0.035244562449100715,0.449316032743143
46,3,0.07852120220295358,-0.03525909294476456,0.44905661317912665
46,4,0.07818554000178952,-0.0350329698825996,0.4488994377964826
46,5,0.07753122524309448,-0.034724606022450456,0.44849733126360597
46,6,0.07722285931739883,-0.033979023908108655,0.44837108961685457
46,7,0.07726658629240676,-0.03386047769232233,0.4485565172099283
